x-axis	1	2
-2.5E-03	-3.034773804E+00	-3.5276368E-02
-2.4975E-03	-3.034773804E+00	4.924636E-03
-2.495E-03	-3.115175813E+00	-1.5175866E-02
-2.4925E-03	-3.115175813E+00	3.507539E-02
-2.49E-03	-3.115175813E+00	4.924636E-03
-2.4875E-03	-3.054874307E+00	-2.5226117E-02
-2.485E-03	-3.074974809E+00	-1.5175866E-02
-2.4825E-03	-3.115175813E+00	-5.125615E-03
-2.48E-03	-3.034773804E+00	4.924636E-03
-2.4775E-03	-3.155376818E+00	4.924636E-03
-2.475E-03	-3.074974809E+00	4.924636E-03
-2.4725E-03	-3.034773804E+00	-2.5226117E-02
-2.47E-03	-3.115175813E+00	4.924636E-03
-2.4675E-03	-3.17547732E+00	-2.5226117E-02
-2.465E-03	-3.074974809E+00	4.924636E-03
-2.4625E-03	-3.095075311E+00	4.924636E-03
-2.46E-03	-3.034773804E+00	4.924636E-03
-2.4575E-03	-3.095075311E+00	-3.5276368E-02
-2.455E-03	-3.074974809E+00	4.924636E-03
-2.4525E-03	-3.034773804E+00	4.924636E-03
-2.45E-03	-3.034773804E+00	4.924636E-03
-2.4475E-03	-3.095075311E+00	4.924636E-03
-2.445E-03	-3.074974809E+00	-1.5175866E-02
-2.4425E-03	-3.095075311E+00	4.924636E-03
-2.44E-03	-3.115175813E+00	4.924636E-03
-2.4375E-03	-2.974472297E+00	4.924636E-03
-2.435E-03	-3.034773804E+00	4.924636E-03
-2.4325E-03	-2.974472297E+00	4.924636E-03
-2.43E-03	-3.034773804E+00	4.924636E-03
-2.4275E-03	-3.034773804E+00	4.924636E-03
-2.425E-03	-2.9945728E+00	-1.5175866E-02
-2.4225E-03	-3.034773804E+00	4.924636E-03
-2.42E-03	-3.115175813E+00	4.924636E-03
-2.4175E-03	-3.034773804E+00	-5.125615E-03
-2.415E-03	-3.034773804E+00	-1.5175866E-02
-2.4125E-03	-3.034773804E+00	-2.5226117E-02
-2.41E-03	-3.034773804E+00	4.924636E-03
-2.4075E-03	-3.014673302E+00	4.924636E-03
-2.405E-03	-3.034773804E+00	4.924636E-03
-2.4025E-03	-3.034773804E+00	4.924636E-03
-2.4E-03	-2.954371795E+00	4.924636E-03
-2.3975E-03	-2.974472297E+00	4.924636E-03
-2.395E-03	-2.9945728E+00	4.924636E-03
-2.3925E-03	-3.014673302E+00	-5.125615E-03
-2.39E-03	-3.034773804E+00	4.924636E-03
-2.3875E-03	-2.974472297E+00	-2.5226117E-02
-2.385E-03	-2.954371795E+00	-1.5175866E-02
-2.3825E-03	-2.873969786E+00	4.924636E-03
-2.38E-03	-2.873969786E+00	-3.5276368E-02
-2.3775E-03	-2.934271293E+00	-3.5276368E-02
-2.375E-03	-2.954371795E+00	4.924636E-03
-2.3725E-03	-2.873969786E+00	-5.125615E-03
-2.37E-03	-2.873969786E+00	-3.5276368E-02
-2.3675E-03	-2.873969786E+00	4.924636E-03
-2.365E-03	-2.873969786E+00	4.924636E-03
-2.3625E-03	-2.873969786E+00	4.924636E-03
-2.36E-03	-2.873969786E+00	4.924636E-03
-2.3575E-03	-2.813668279E+00	-5.125615E-03
-2.355E-03	-2.833768781E+00	4.924636E-03
-2.3525E-03	-2.853869284E+00	4.924636E-03
-2.35E-03	-2.793567777E+00	4.924636E-03
-2.3475E-03	-2.813668279E+00	4.924636E-03
-2.345E-03	-2.833768781E+00	-1.5175866E-02
-2.3425E-03	-2.793567777E+00	4.924636E-03
-2.34E-03	-2.793567777E+00	4.924636E-03
-2.3375E-03	-2.793567777E+00	-5.125615E-03
-2.335E-03	-2.753366772E+00	-3.5276368E-02
-2.3325E-03	-2.793567777E+00	-2.5226117E-02
-2.33E-03	-2.793567777E+00	4.924636E-03
-2.3275E-03	-2.713165767E+00	4.924636E-03
-2.325E-03	-2.833768781E+00	-1.5175866E-02
-2.3225E-03	-2.652864261E+00	-2.5226117E-02
-2.32E-03	-2.713165767E+00	4.924636E-03
-2.3175E-03	-2.693065265E+00	-5.125615E-03
-2.315E-03	-2.632763758E+00	4.924636E-03
-2.3125E-03	-2.632763758E+00	4.924636E-03
-2.31E-03	-2.713165767E+00	4.924636E-03
-2.3075E-03	-2.632763758E+00	-3.5276368E-02
-2.305E-03	-2.632763758E+00	4.924636E-03
-2.3025E-03	-2.612663256E+00	4.924636E-03
-2.3E-03	-2.632763758E+00	4.924636E-03
-2.2975E-03	-2.612663256E+00	-5.125615E-03
-2.295E-03	-2.592562754E+00	4.924636E-03
-2.2925E-03	-2.612663256E+00	4.924636E-03
-2.29E-03	-2.632763758E+00	4.924636E-03
-2.2875E-03	-2.552361749E+00	-2.5226117E-02
-2.285E-03	-2.512160745E+00	-1.5175866E-02
-2.2825E-03	-2.532261247E+00	4.924636E-03
-2.28E-03	-2.552361749E+00	-3.5276368E-02
-2.2775E-03	-2.532261247E+00	4.924636E-03
-2.275E-03	-2.47195974E+00	4.924636E-03
-2.2725E-03	-2.47195974E+00	4.924636E-03
-2.27E-03	-2.391557731E+00	4.924636E-03
-2.2675E-03	-2.451859238E+00	-2.5226117E-02
-2.265E-03	-2.391557731E+00	-1.5175866E-02
-2.2625E-03	-2.391557731E+00	4.924636E-03
-2.26E-03	-2.391557731E+00	-3.5276368E-02
-2.2575E-03	-2.311155722E+00	4.924636E-03
-2.255E-03	-2.391557731E+00	-1.5175866E-02
-2.2525E-03	-2.371457228E+00	-2.5226117E-02
-2.25E-03	-2.311155722E+00	4.924636E-03
-2.2475E-03	-2.250854215E+00	4.924636E-03
-2.245E-03	-2.230753712E+00	4.924636E-03
-2.2425E-03	-2.311155722E+00	4.924636E-03
-2.24E-03	-2.230753712E+00	-3.5276368E-02
-2.2375E-03	-2.230753712E+00	3.507539E-02
-2.235E-03	-2.230753712E+00	4.924636E-03
-2.2325E-03	-2.170452205E+00	4.924636E-03
-2.23E-03	-2.150351703E+00	4.924636E-03
-2.2275E-03	-2.150351703E+00	-5.125615E-03
-2.225E-03	-2.150351703E+00	4.924636E-03
-2.2225E-03	-2.150351703E+00	4.924636E-03
-2.22E-03	-2.069949694E+00	4.924636E-03
-2.2175E-03	-2.069949694E+00	4.924636E-03
-2.215E-03	-2.029748689E+00	-1.5175866E-02
-2.2125E-03	-2.069949694E+00	4.924636E-03
-2.21E-03	-2.069949694E+00	4.924636E-03
-2.2075E-03	-2.009648187E+00	4.924636E-03
-2.205E-03	-2.029748689E+00	4.924636E-03
-2.2025E-03	-1.989547685E+00	4.924636E-03
-2.2E-03	-2.069949694E+00	4.924636E-03
-2.1975E-03	-1.929246178E+00	4.924636E-03
-2.195E-03	-1.94934668E+00	2.5025139E-02
-2.1925E-03	-1.929246178E+00	4.924636E-03
-2.19E-03	-1.909145676E+00	4.924636E-03
-2.1875E-03	-1.909145676E+00	4.924636E-03
-2.185E-03	-1.828743666E+00	4.924636E-03
-2.1825E-03	-1.828743666E+00	-5.125615E-03
-2.18E-03	-1.748341657E+00	4.924636E-03
-2.1775E-03	-1.748341657E+00	-2.5226117E-02
-2.175E-03	-1.788542662E+00	4.924636E-03
-2.1725E-03	-1.68804015E+00	-2.5226117E-02
-2.17E-03	-1.748341657E+00	4.924636E-03
-2.1675E-03	-1.748341657E+00	4.924636E-03
-2.165E-03	-1.708140653E+00	-1.5175866E-02
