*Input voltage 	VM1
0	5.99999991596793
0.02	5.99999991591184
0.04	5.99999991564887
0.06	5.99999991494233
0.08	5.9999999133109
0.1	5.99999990963729
0.12	5.99999990160485
0.14	5.99999988409673
0.16	5.99999984602748
0.18	5.9999997635316
0.2	5.99999958479322
0.22	5.9999991978158
0.24	5.99999835999661
0.26	5.99999654639971
0.28	5.99999262095441
0.3	5.99998412553988
0.32	5.99996574329954
0.34	5.99992598039645
0.36	5.99984001267316
0.38	5.99965430974451
0.4	5.99925374468673
0.42	5.99839182268428
0.44	5.99654476198701
0.46	5.99261369644752
0.48	5.98434215614847
0.5	5.967258402671
0.52	5.93299733130726
0.54	5.8672625878143
0.56	5.74869766532513
0.58	5.5508972194179
0.6	5.24859303431542
0.62	4.82517387771594
0.64	4.27669804301347
0.66	3.61069773301201
0.68	2.84205431345898
0.7	1.98880754884909
0.72	1.06922592306582
0.74	0.184687986383132
0.76	0.115116352479548
0.78	0.0970472942396867
0.8	0.0865579780514146
0.82	0.079228834714967
0.84	0.0736365729393164
0.86	0.0691419923688891
0.880000000000001	0.0654031504997716
0.900000000000001	0.0622157509176889
0.920000000000001	0.0594480297506929
0.940000000000001	0.0570100760183258
0.960000000000001	0.0548378211337633
0.980000000000001	0.0528840147928108
1	0.0511128225289904
1.02	0.0494964304289138
1.04	0.0480128241347523
1.06	0.0466442863738125
1.08	0.0453763510766687
1.1	0.0441970571596955
1.12	0.0430964045546632
1.14	0.0420659501116186
1.16	0.0410984824194534
1.18	0.0401878709439837
1.2	0.0393287533525993
1.22	0.0385164842902324
1.24	0.037746997207789
1.26	0.0370167129781085
1.28	0.0363224658094732
1.3	0.0356614426756792
1.32	0.0350311334108075
1.34	0.0344292892945683
1.36	0.0338538884540668
1.38	0.0333031067804839
1.4	0.0327752933399166
1.42	0.0322689494714483
1.44	0.0317827109293591
1.46	0.0313153325536748
1.48	0.0308656750520957
1.5	0.0304326935545423
1.52	0.0300154276632112
1.54	0.0296129927701405
1.56	0.029224572454002
1.58	0.0288494117993653
1.6	0.0284868115078859
1.62	0.028136122691626
1.64	0.0277967422562404
1.66	0.0274681087958598
1.68	0.0271496989334345
1.7	0.0268410240498821
1.72	0.0265416273538302
1.74	0.0262510812503799
1.76	0.0259689849732195
1.78	0.0256949624492058
1.8	0.0254286603687092
1.82	0.0251697464385144
1.84	0.0249179077970188
1.86	0.0246728495741212
1.88	0.0244342935802732
1.9	0.0242019771111604
1.92	0.0239756518560592
1.94	0.0237550828993154
1.96	0.0235400478056544
1.98	0.0233303357810772
2	0.0231257469020026
 
