*	OSC1_Ch1	OSC1_Ch2
-0.00169029971097245	2.52748015743741	1.75216903127125
-0.00164565065178124	2.72860541384669	1.94489049328684
-0.00159565065177958	2.89006693231688	2.12428547580862
-0.00154999999999461	2.97540515415469	2.23140713575009
-0.00149999999999295	2.99874354872279	2.28916096422495
-0.00144999999999129	2.9482429248621	2.30043226283358
-0.00140000000000384	2.82514677553403	2.28862259217013
-0.00135000000000218	2.63248613646773	2.26861115691644
-0.00130000000000052	2.37500495200102	2.24601164207549
-0.00124999999999886	2.05904326342653	2.22271446179171
-0.0011999999999972	1.69238109613369	2.19935041884872
-0.00114999999999554	1.2840468895632	2.17612877058639
-0.00109999999999388	0.844095187064367	2.1531177910792
-0.00104999999999222	0.383359059668702	2.13033859218505
-0.00100000000000477	-0.0868166400717808	2.10779653065813
-0.000950000000003115	-0.554854626005787	2.08549171057254
-0.000900000000001455	-1.00923024959061	2.06342249661149
-0.000849999999999795	-1.43875527498734	2.04158668916387
-0.000799999999998136	-1.8328533705589	2.01998191723464
-0.000749999999996476	-2.18182053325572	1.9986057696949
-0.000699999999994816	-2.47706403337659	1.97745583900214
-0.000649999999993156	-2.71131399609154	1.95652973564188
-0.000599999999991496	-2.87880240988747	1.93582509277766
-0.000550000000004047	-2.97540515415456	1.91533956762831
-0.000500000000002387	-2.99874354872282	1.8950708417535
-0.000450000000000728	-2.94824292486229	1.87501662097708
-0.000399999999999068	-2.82514677553437	1.85517463519247
-0.000349999999997408	-2.63248613646823	1.83554263813173
-0.000299999999995748	-2.37500495200166	1.81611840712596
-0.000249999999994088	-2.05904326342729	1.79689974286616
-0.000199999999992428	-1.69238109613454	1.77788446916828
-0.000149999999990769	-1.28404688956414	1.75907043274414
-0.00010000000000332	-0.844095187065364	1.74045550298025
-5.00000000016598E-5	-0.38335905966973	1.72203757172803
0	0.0868166400707258	1.70381455311268
4.99999999999945E-5	0.55485462600475	1.68578438337808
9.9999999999989E-5	1.00923024958961	1.66794502081425
0.000149999999999983	1.43875527498642	1.65029444594823
0.000199999999999978	1.83285337055806	1.63283097556372
0.000249999999999972	2.18182053325499	1.61681355559552
0.000299999999999967	2.47706403337599	1.71400132094383
0.000347331614476309	2.70045471494087	1.91463981082652
0.000397331614476304	2.87162530698504	2.10238507495002
0.000440744967297124	2.96300275576559	2.21403944879592
0.000490744967297119	2.9999999736171	2.28266714813823
0.000540744967297113	2.9631272356891	2.30081765982309
0.000590744967297108	2.85329247116295	2.29178533497989
0.000640744967297102	2.673200176462	2.27268815542963
0.000690744967297097	2.42728482157382	2.25036268921694
0.000740744967297091	2.12160165868204	2.22712559985572
0.000790744967297086	1.7636776217613	2.20375038213055
0.00084074496729708	1.36232598848236	2.18049404719514
0.000890744967297075	0.927429368066259	2.15744084554445
0.000940744967297069	0.469696358646765	2.13461722698792
0.000990744967297064	0.000397866044547212	2.11203033106052
0.00104074496729706	-0.468910423340129	2.08968085485071
0.00109074496729705	-0.9266725818777	2.0675673580832
0.00114074496729705	-1.36161698599947	2.04568770309212
0.00119074496729704	-1.76303386097825	2.02403953633916
0.00124074496729704	-2.12103899112583	2.00262044930506
0.00129074496729703	-2.42681710198707	1.98142803212515
0.00134074496729702	-2.67283892165321	1.96045989134742
0.00139074496729702	-2.85304657642446	1.93971365569146
0.00144074496729701	-2.96300275576542	1.91918697779612
0.00149074496729701	-2.9999999736171	1.89887753462841
0.001540744967297	-2.96312723568926	1.87878302744752
0.001590744967297	-2.85329247116328	1.85890118162319
0.00164074496729699	-2.67320017646247	1.83922974640859
0.00169074496729699	-2.42728482157443	1.81976649470125
0.00174074496729698	-2.12160165868277	1.80050922280355
0.00179074496729698	-1.76367762176214	1.78145575018674
0.00184074496729697	-1.36232598848329	1.76260391926071
0.00189074496729696	-0.927429368067246	1.74395159515108
0.00194074496729696	-0.469696358647789	1.72549666548696
0.00199074496729695	-0.000397866045585416	1.70723704020546
0.00204074496729695	0.468910423339086	1.68917065138772
0.00209074496729694	0.926672581876696	1.6712954531647
0.00214074496729694	1.36161698599853	1.65360942182047
0.00219074496729693	1.7630338609774	1.63611061586615
0.00224074496729693	2.12103899112508	1.61909745766648
0.00229074496729692	2.42681710198645	1.68028820228966
0.00234074496729691	2.67283892165273	1.88562735045716
0.00239074496729691	2.85304657642413	2.08070630279923
0.00243295164148472	2.95061608872485	2.19775830430722
0.00248295164148471	2.99909111901596	2.27587891309696
0.0025329516414847	2.97371857254414	2.3004714427636
0.0025829516414847	2.87512320561019	2.29421779923215
0.00263295164148469	2.70573276336728	2.27605155650387
0.00268295164148469	2.46971820067807	2.25401064100801
0.00273295164148468	2.1728909793634	2.23084212542637
