TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,TC_11,TC_12,TC_13,TC_14,TC_15,TC_16
0.026632770804170036,0.016490236825521976,0.015329248398110451,0.016027380370246647,-0.02539893938400084,-0.026163806721438476,-0.0052466905185077906,-0.026136179667293646,0.006200767858238976,-0.0243645987476242,-0.015354086527437971,-0.03504812288131376,-0.015184283089848094,-0.015949107575330856,-0.0052466905185077906,-0.026136179667293646
0.026632770804170036,0.016490236825521976,0.025557026706625408,0.005812279719933144,-0.02539893938400084,-0.03637850586754965,-0.0154631186479115,-0.036351719084375844,-0.004015233614723002,-0.034578307640909856,-0.025581864835952928,-0.04526322353162726,-0.02539893938400084,-0.026163806721438476,-0.0154631186479115,-0.026136179667293646
0.036848772277135566,0.026703945718811184,0.025557026706625408,0.016027380370246647,-0.03561359567815359,-0.03637850586754965,-0.025679546777311657,-0.036351719084375844,-0.004015233614723002,-0.034578307640909856,-0.025581864835952928,-0.04526322353162726,-0.03561359567815359,-0.026163806721438476,-0.025679546777311657,-0.036351719084375844
0.05728077522306663,0.03691765461209684,0.035784805015140364,0.026242481020556596,-0.03561359567815359,-0.04659320501366082,-0.025679546777311657,-0.046567258501461595,-0.014231235087688532,-0.044792016534199064,-0.035809643144467884,-0.05547832418193721,-0.03561359567815359,-0.03637850586754965,-0.025679546777311657,-0.046567258501461595
0.08792877964195966,0.057345072398671704,0.05624036163217383,0.0364575816708701,-0.03561359567815359,-0.04659320501366082,-0.025679546777311657,-0.046567258501461595,-0.024447236560654062,-0.044792016534199064,-0.035809643144467884,-0.05547832418193721,-0.03561359567815359,-0.04659320501366082,-0.025679546777311657,-0.046567258501461595
0.12879278553381823,0.08798619907853222,0.08692369655772225,0.05688778297149355,-0.03561359567815359,-0.04659320501366082,-0.025679546777311657,-0.046567258501461595,-0.03466323803361959,-0.05500572542748472,-0.04603742145298284,-0.05547832418193721,-0.045828251972309886,-0.04659320501366082,-0.03589597490671537,-0.046567258501461595
0.17987279289864588,0.13905474354496405,0.11760703148326712,0.0875330849224305,-0.02539893938400084,-0.04659320501366082,-0.025679546777311657,-0.046567258501461595,-0.03466323803361959,-0.05500572542748472,-0.04603742145298284,-0.05547832418193721,-0.045828251972309886,-0.04659320501366082,-0.03589597490671537,-0.056782797918547345
0.2513848032093975,0.19012328801139944,0.1585181447173305,0.1283934875236774,-0.015184283089848094,-0.04659320501366082,-0.025679546777311657,-0.046567258501461595,-0.024447236560654062,-0.05500572542748472,-0.04603742145298284,-0.06569342483225071,-0.045828251972309886,-0.05680790415976844,-0.03589597490671537,-0.056782797918547345
0.3331128149931182,0.2514055413711205,0.20965703625990884,0.1794689907752378,-0.004969626795695348,-0.04659320501366082,-0.0154631186479115,-0.036351719084375844,-0.024447236560654062,-0.05500572542748472,-0.04603742145298284,-0.06569342483225071,-0.05604290826646263,-0.05680790415976844,-0.046112403036119076,-0.056782797918547345
0.41484082677683887,0.33311521251741283,0.2812514844195171,0.24075959467711172,0.005245029498457399,-0.03637850586754965,-0.0052466905185077906,-0.036351719084375844,-0.014231235087688532,-0.05500572542748472,-0.04603742145298284,-0.06569342483225071,-0.05604290826646263,-0.05680790415976844,-0.046112403036119076,-0.056782797918547345
