Time,Flux,Flux_err
2692.9968855495017,Null,Null
2692.9971170364656,Null,Null
2692.997348522963,Null,Null
2692.997580009461,Null,Null
2692.997811496425,Null,Null
2692.998042982923,Null,Null
2692.9982744694203,Null,Null
2692.998505956384,Null,Null
2692.998737442882,Null,Null
2692.9989689293798,Null,Null
2692.999200415878,Null,Null
2692.999431902842,Null,Null
2692.9996633893397,Null,Null
2692.9998948758375,Null,Null
2693.0001263628014,Null,Null
2693.000357849299,Null,Null
2693.0005893357975,Null,Null
2693.000820822761,Null,Null
2693.0010523092587,Null,Null
2693.0012837957565,Null,Null
2693.0015152822543,Null,Null
2693.001746769217,Null,Null
2693.0019782557147,Null,Null
2693.0022097422134,Null,Null
2693.0024412291764,Null,Null
2693.0026727156746,Null,Null
2693.0029042021724,Null,Null
2693.00313568867,Null,Null
2693.003367175634,Null,Null
2693.0035986621324,Null,Null
2693.00383014863,Null,Null
2693.0040616355936,Null,Null
2693.004293122092,Null,Null
2693.0045246085892,Null,Null
2693.0047560955536,Null,Null
2693.0049875820514,Null,Null
2693.005219068549,Null,Null
2693.005450555047,Null,Null
2693.0056820420114,Null,Null
2693.0059135285087,Null,Null
2693.006145015007,Null,Null
2693.0063765019704,Null,Null
2693.006607988468,Null,Null
2693.0068394749665,Null,Null
2693.0070709619304,Null,Null
2693.007302448428,Null,Null
2693.007533934926,Null,Null
2693.007765421424,Null,Null
2693.007996908387,Null,Null
2693.008228394886,Null,Null
2693.0084598813837,Null,Null
2693.008691368347,Null,Null
2693.008922854845,Null,Null
2693.0091543413437,Null,Null
2693.009385827841,Null,Null
2693.009617314805,Null,Null
2693.0098488013027,Null,Null
2693.0100802878005,Null,Null
2693.0103117747644,Null,Null
2693.0105432612627,Null,Null
2693.01077474776,Null,Null
2693.011006234724,Null,Null
2693.011237721222,Null,Null
2693.0114692077195,Null,Null
2693.011700694218,Null,Null
2693.0119321811817,Null,Null
2693.0121636676795,Null,Null
2693.0123951541773,Null,Null
2693.0126266411417,Null,Null
2693.0128581276385,Null,Null
2693.0130896141363,Null,Null
2693.0133211006346,Null,Null
2693.0135525875985,Null,Null
2693.0137840740963,Null,Null
2693.014015560594,Null,Null
2693.0142470475575,Null,Null
2693.0144785340544,Null,Null
2693.0147100205522,Null,Null
2693.0149415075166,Null,Null
2693.0151729940135,Null,Null
2693.015404480512,Null,Null
2693.01563596701,Null,Null
2693.0158674539734,Null,Null
2693.0160989404717,Null,Null
2693.01633042697,Null,Null
2693.016561913933,Null,Null
2693.016793400431,Null,Null
2693.0170248869294,Null,Null
2693.017256373427,Null,Null
2693.0174878603907,Null,Null
2693.017719346889,Null,Null
2693.0179508333867,Null,Null
2693.01818232035,Null,Null
2693.0184138068485,Null,Null
2693.018645293346,Null,Null
2693.01887678031,Null,Null
2693.019108266808,Null,Null
2693.0193397533058,Null,Null
2693.0195712398036,Null,Null
2693.019802726768,Null,Null
2693.0200342132653,Null,Null
2693.0202656997635,Null,Null
2693.020497186727,Null,Null
2693.0207286732248,Null,Null
2693.020960159723,Null,Null
2693.0211916462213,Null,Null
2693.0214231331847,Null,Null
2693.0216546196825,Null,Null
2693.021886106181,Null,Null
2693.022117593144,Null,Null
2693.0223490796425,Null,Null
2693.0225805661403,Null,Null
2693.0228120531037,Null,Null
2693.0230435396015,Null,Null
2693.0232750261002,Null,Null
2693.0235065125976,Null,Null
2693.0237379995615,Null,Null
2693.0239694860593,Null,Null
2693.024200972557,Null,Null
2693.024432459521,Null,Null
2693.0246639460192,Null,Null
2693.024895432517,Null,Null
2693.025126919015,Null,Null
2693.0253584059787,Null,Null
2693.025589892476,Null,Null
2693.025821378975,Null,Null
2693.0260528659383,Null,Null
2693.026284352436,Null,Null
2693.026515838934,Null,Null
2693.026747325898,Null,Null
2693.026978812395,Null,Null
2693.027210298893,Null,Null
2693.0274417853907,Null,Null
2693.0276732723537,Null,Null
2693.027904758851,Null,Null
2693.0281362453493,Null,Null
2693.028367732313,Null,Null
2693.028599218811,Null,Null
2693.028830705309,Null,Null
2693.0290621918075,Null,Null
2693.02929367877,Null,Null
2693.0295251652688,Null,Null
2693.0297566517665,Null,Null
2693.02998813873,Null,Null
2693.0302196252283,Null,Null
2693.0304511117265,Null,Null
2693.030682598224,Null,Null
2693.0309140851878,Null,Null
2693.031145571686,Null,Null
2693.0313770581834,Null,Null
2693.0316085451473,Null,Null
2693.0318400316455,Null,Null
2693.0320715181433,Null,Null
2693.0323030051068,Null,Null
2693.0325344916055,Null,Null
2693.0327659781024,Null,Null
2693.032997464601,Null,Null
2693.0332289515645,Null,Null
2693.0334604380623,Null,Null
2693.03369192456,Null,Null
2693.0339234115245,Null,Null
2693.034154898022,Null,Null
2693.03438638452,Null,Null
2693.034617871018,Null,Null
2693.0348493579813,Null,Null
2693.0350808444796,Null,Null
2693.035312330978,Null,Null
2693.0355438179413,Null,Null
2693.035775304439,Null,Null
2693.0360067909373,Null,Null
2693.0362382774347,Null,Null
2693.036469764399,Null,Null
2693.036701250897,Null,Null
2693.0369327373946,Null,Null
2693.037164224358,Null,Null
2693.037395710857,Null,Null
2693.037627197354,Null,Null
2693.037858684318,Null,Null
2693.038090170816,Null,Null
2693.0383216573136,Null,Null
2693.038553143812,Null,Null
2693.038784630776,Null,Null
2693.0390161172736,Null,Null
2693.0392476037714,Null,Null
2693.0394790907353,Null,Null
2693.0397105772327,Null,Null
2693.0399420637305,Null,Null
2693.0401735502282,Null,Null
2693.040405037191,Null,Null
2693.0406365236895,Null,Null
2693.0408680101873,Null,Null
2693.0410994971508,Null,Null
2693.041330983649,Null,Null
2693.0415624701473,Null,Null
2693.0417939566446,Null,Null
2693.0420254436085,Null,Null
2693.0422569301063,Null,Null
2693.042488416604,Null,Null
2693.0427199035676,Null,Null
2693.0429513900654,Null,Null
2693.043182876564,Null,Null
2693.043414363061,Null,Null
2693.0436458500253,Null,Null
2693.043877336523,Null,Null
2693.044108823021,Null,Null
2693.044340309985,Null,Null
2693.044571796483,Null,Null
2693.0448032829804,Null,Null
2693.0450347699443,Null,Null
2693.0452662564426,Null,Null
2693.04549774294,Null,Null
2693.045729229438,Null,Null
2693.045960716402,Null,Null
2693.0461922029,Null,Null
2693.0464236893977,Null,Null
2693.046655176362,Null,Null
2693.046886662859,Null,Null
2693.0471181493576,Null,Null
2693.0473496358554,Null,Null
2693.047581122819,Null,Null
2693.047812609317,Null,Null
2693.0480440958154,Null,Null
2693.0482755827784,Null,Null
2693.0485070692766,Null,Null
2693.048738555775,Null,Null
2693.0489700422722,Null,Null
2693.049201529236,Null,Null
2693.0494330157344,Null,Null
2693.049664502232,Null,Null
2693.0498959891956,Null,Null
2693.0501274756944,Null,Null
2693.0503589621912,Null,Null
2693.05059044869,Null,Null
2693.0508219356534,Null,Null
2693.051053422151,Null,Null
2693.051284908649,Null,Null
2693.0515163956134,Null,Null
2693.0517478821107,Null,Null
2693.051979368609,Null,Null
2693.0522108551068,Null,Null
2693.05244234207,Null,Null
2693.052673828568,Null,Null
2693.0529053150653,Null,Null
2693.0531368020283,Null,Null
2693.0533682885266,Null,Null
2693.053599775025,Null,Null
2693.0538312619883,Null,Null
2693.054062748486,Null,Null
2693.054294234985,Null,Null
2693.0545257214817,Null,Null
2693.054757208446,Null,Null
2693.054988694944,Null,Null
2693.0552201814417,Null,Null
2693.0554516684056,Null,Null
2693.055683154904,Null,Null
2693.055914641401,Null,Null
2693.0561461278994,Null,Null
2693.0563776148633,Null,Null
2693.0566091013607,Null,Null
2693.056840587859,Null,Null
2693.057072074823,Null,Null
2693.0573035613206,Null,Null
2693.0575350478175,Null,Null
2693.057766534316,Null,Null
2693.0579980212797,Null,Null
2693.0582295077775,Null,Null
2693.0584609942757,Null,Null
2693.0586924812396,Null,Null
2693.058923967737,Null,Null
2693.059155454235,Null,Null
2693.0593869407335,Null,Null
2693.0596184276965,Null,Null
2693.0598499141947,Null,Null
2693.060081400693,Null,Null
2693.0603128876564,Null,Null
2693.0605443741542,Null,Null
2693.060775860653,Null,Null
2693.06100734715,Null,Null
2693.061238834114,Null,Null
2693.061470320612,Null,Null
2693.06170180711,Null,Null
2693.0619332940737,Null,Null
2693.062164780572,Null,Null
2693.0623962670693,Null,Null
2693.062627754033,Null,Null
2693.0628592405315,Null,Null
2693.063090727029,Null,Null
2693.063322213527,Null,Null
2693.063553700491,Null,Null
2693.0637851869888,Null,Null
2693.0640166734865,Null,Null
2693.064248160451,Null,Null
2693.064479646948,Null,Null
2693.0647111334465,Null,Null
2693.0649426199443,Null,Null
2693.0651741069078,Null,Null
2693.065405593406,Null,Null
2693.0656370799034,Null,Null
2693.065868566866,Null,Null
2693.066100053364,Null,Null
2693.0663315398624,Null,Null
2693.0665630263597,Null,Null
2693.0667945133237,Null,Null
2693.067025999822,Null,Null
2693.0672574863192,Null,Null
2693.067488973283,Null,Null
2693.0677204597814,Null,Null
2693.067951946279,Null,Null
2693.068183432777,Null,Null
2693.0684149197414,Null,Null
2693.0686464062383,Null,Null
2693.068877892737,Null,Null
2693.0691093797004,Null,Null
2693.069340866198,Null,Null
2693.0695723526965,Null,Null
2693.0698038391947,Null,Null
2693.0700353261577,Null,Null
2693.070266812656,Null,Null
2693.070498299154,Null,Null
2693.070729786117,Null,Null
2693.0709612726155,Null,Null
2693.0711927591137,Null,Null
2693.0714242456115,Null,Null
2693.071655732575,Null,Null
2693.0718872190737,Null,Null
2693.0721187055706,Null,Null
2693.072350192534,Null,Null
2693.0725816790323,Null,Null
2693.0728131655305,Null,Null
2693.0730446520283,Null,Null
2693.073276138992,Null,Null
2693.07350762549,Null,Null
2693.0737391119874,Null,Null
2693.0739705989517,Null,Null
2693.0742020854495,Null,Null
2693.0744335719473,Null,Null
2693.074665058911,Null,Null
2693.0748965454095,Null,Null
2693.0751280319064,Null,Null
2693.075359518405,Null,Null
2693.0755910053686,Null,Null
2693.0758224918663,Null,Null
2693.0760539783646,Null,Null
2693.0762854653285,Null,Null
2693.076516951826,Null,Null
2693.076748438324,Null,Null
2693.0769799248224,Null,Null
2693.0772114117854,Null,Null
2693.0774428982836,Null,Null
2693.077674384782,Null,Null
2693.0779058717453,Null,Null
2693.078137358243,Null,Null
2693.078368844741,Null,Null
2693.078600331238,Null,Null
2693.0788318182013,Null,Null
2693.0790633047,Null,Null
2693.0792947911973,Null,Null
2693.079526278161,Null,Null
2693.079757764659,Null,Null
2693.079989251157,Null,Null
2693.080220737655,Null,Null
2693.080452224619,Null,Null
2693.0806837111168,Null,Null
2693.0809151976146,Null,Null
2693.0811466845785,Null,Null
2693.081378171076,Null,Null
2693.0816096575745,Null,Null
2693.0818411440723,Null,Null
2693.0820726310358,Null,Null
2693.0823041175336,Null,Null
2693.0825356040323,Null,Null
2693.082767090995,Null,Null
2693.0829985774935,Null,Null
2693.0832300639913,Null,Null
2693.083461550489,Null,Null
2693.083693037453,Null,Null
2693.0839245239513,Null,Null
2693.0841560104486,Null,Null
2693.0843874974125,Null,Null
2693.084618983911,Null,Null
2693.084850470408,Null,Null
2693.0850819569064,Null,Null
2693.0853134438703,Null,Null
2693.085544930368,Null,Null
2693.085776416866,Null,Null
2693.0860079038303,Null,Null
2693.086239390327,Null,Null
2693.086470876826,Null,Null
2693.0867023637893,Null,Null
2693.086933850287,Null,Null
2693.087165336785,Null,Null
2693.0873968232827,Null,Null
2693.0876283102466,Null,Null
2693.087859796744,Null,Null
2693.0880912832426,Null,Null
2693.088322770206,Null,Null
2693.088554256704,Null,Null
2693.0887857432017,Null,Null
2693.0890172297004,Null,Null
2693.0892487166634,Null,Null
2693.0894802031617,Null,Null
2693.0897116896595,Null,Null
2693.089943176623,Null,Null
2693.090174663121,Null,Null
2693.0904061496194,Null,Null
2693.090637636117,Null,Null
2693.0908691230807,Null,Null
2693.0911006095785,Null,Null
2693.0913320960753,Null,Null
2693.091563583039,Null,Null
2693.091795069537,Null,Null
2693.0920265560344,Null,Null
2693.092258042533,Null,Null
2693.0924895294966,Null,Null
2693.0927210159944,Null,Null
2693.092952502492,Null,Null
2693.0931839894565,Null,Null
2693.093415475954,Null,Null
2693.093646962452,Null,Null
2693.09387844895,Null,Null
2693.0941099359134,Null,Null
2693.0943414224116,Null,Null
2693.09457290891,Null,Null
2693.0948043958733,Null,Null
2693.095035882371,Null,Null
2693.0952673688694,Null,Null
2693.0954988553667,Null,Null
2693.095730342331,Null,Null
2693.095961828829,Null,Null
2693.0961933153267,Null,Null
2693.09642480229,Null,Null
2693.096656288789,Null,Null
2693.096887775286,Null,Null
2693.0971192617844,Null,Null
2693.097350748748,Null,Null
2693.0975822352457,Null,Null
2693.097813721744,Null,Null
2693.098045208708,Null,Null
2693.0982766952056,Null,Null
2693.0985081817034,Null,Null
2693.0987396682017,Null,Null
2693.0989711551647,Null,Null
2693.0992026416634,Null,Null
2693.099434128161,Null,Null
2693.0996656151246,Null,Null
2693.0998971016224,Null,Null
2693.100128588121,Null,Null
2693.1003600750837,Null,Null
2693.1005915615824,Null,Null
2693.10082304808,Null,Null
2693.101054534578,Null,Null
2693.101286021542,Null,Null
2693.10151750804,Null,Null
2693.1017489945375,Null,Null
2693.1019804815005,Null,Null
2693.102211967999,Null,Null
2693.102443454497,Null,Null
2693.102674940995,Null,Null
2693.1029064279583,Null,Null
2693.103137914457,Null,Null
2693.1033694009543,Null,Null
2693.103600887918,Null,Null
2693.1038323744156,Null,Null
2693.1040638609124,Null,Null
2693.1042953474107,Null,Null
2693.1045268343746,Null,Null
2693.104758320872,Null,Null
2693.10498980737,Null,Null
2693.105221294334,Null,Null
2693.105452780832,Null,Null
2693.1056842673297,Null,Null
2693.1059157538284,Null,Null
2693.106147240791,Null,Null
2693.1063787272897,Null,Null
2693.1066102137875,Null,Null
2693.106841700751,Null,Null
2693.1070731872487,Null,Null
2693.1073046737474,Null,Null
2693.1075361602448,Null,Null
2693.1077676472087,Null,Null
2693.1079991337065,Null,Null
2693.1082306202043,Null,Null
2693.108462107168,Null,Null
2693.1086935936664,Null,Null
2693.108925080164,Null,Null
2693.109156566662,Null,Null
2693.109388053626,Null,Null
2693.1096195401233,Null,Null
2693.109851026622,Null,Null
2693.1100825135854,Null,Null
2693.1103140000832,Null,Null
2693.110545486581,Null,Null
2693.1107769735454,Null,Null
2693.1110084600427,Null,Null
2693.111239946541,Null,Null
2693.111471433039,Null,Null
2693.1117029200022,Null,Null
2693.1119344065005,Null,Null
2693.1121658929987,Null,Null
2693.112397379962,Null,Null
2693.11262886646,Null,Null
2693.1128603529583,Null,Null
2693.1130918394556,Null,Null
2693.11332332642,Null,Null
2693.1135548129178,Null,Null
2693.1137862994156,Null,Null
2693.114017786379,Null,Null
2693.1142492728777,Null,Null
2693.114480759375,Null,Null
2693.1147122458733,Null,Null
2693.1149437328368,Null,Null
2693.1151752193346,Null,Null
2693.115406705833,Null,Null
2693.1156381927967,Null,Null
2693.115869679294,Null,Null
2693.1161011657923,Null,Null
2693.1163326522906,Null,Null
2693.1165641392536,Null,Null
2693.1167956257505,Null,Null
2693.1170271122483,Null,Null
2693.1172585992117,Null,Null
2693.1174900857095,Null,Null
2693.1177215722078,Null,Null
2693.117953058706,Null,Null
2693.118184545669,Null,Null
2693.1184160321673,Null,Null
2693.1186475186655,Null,Null
2693.1188790056285,Null,Null
2693.1191104921268,Null,Null
2693.119341978625,Null,Null
2693.1195734655885,Null,Null
2693.1198049520863,Null,Null
2693.120036438585,Null,Null
2693.120267925082,Null,Null
2693.1204994120462,Null,Null
2693.120730898544,Null,Null
2693.120962385042,Null,Null
2693.1211938720057,Null,Null
2693.121425358504,Null,Null
2693.1216568450013,Null,Null
2693.1218883314996,Null,Null
2693.1221198184635,Null,Null
2693.122351304961,Null,Null
2693.122582791459,Null,Null
2693.122814278423,Null,Null
2693.123045764921,Null,Null
2693.1232772514186,Null,Null
2693.123508737917,Null,Null
2693.12374022488,Null,Null
2693.1239717113785,Null,Null
2693.1242031978763,Null,Null
2693.12443468484,Null,Null
2693.1246661713376,Null,Null
2693.1248976578363,Null,Null
2693.1251291443336,Null,Null
2693.1253606312976,Null,Null
2693.1255921177953,Null,Null
2693.125823604293,Null,Null
2693.126055091257,Null,Null
2693.1262865777553,Null,Null
2693.126518064253,Null,Null
2693.1267495512166,Null,Null
2693.126981037715,Null,Null
2693.127212524212,Null,Null
2693.127444010711,Null,Null
2693.1276754976743,Null,Null
2693.127906984172,Null,Null
2693.12813847067,Null,Null
2693.1283699576343,Null,Null
2693.1286014441316,Null,Null
2693.12883293063,Null,Null
2693.1290644171277,Null,Null
2693.129295904091,Null,Null
2693.129527390589,Null,Null
2693.1297588770863,Null,Null
2693.1299903640493,Null,Null
2693.1302218505475,Null,Null
2693.1304533370458,Null,Null
2693.1306848235436,Null,Null
2693.130916310507,Null,Null
2693.1311477970057,Null,Null
2693.1313792835026,Null,Null
2693.131610770466,Null,Null
2693.1318422569643,Null,Null
2693.1320737434626,Null,Null
2693.13230522996,Null,Null
2693.132536716924,Null,Null
2693.132768203422,Null,Null
2693.1329996899194,Null,Null
2693.1332311768833,Null,Null
2693.1334626633816,Null,Null
2693.1336941498794,Null,Null
2693.133925636843,Null,Null
2693.1341571233415,Null,Null
2693.1343886098384,Null,Null
2693.134620096337,Null,Null
2693.1348515833006,Null,Null
2693.1350830697984,Null,Null
2693.1353145562966,Null,Null
2693.1355460432605,Null,Null
2693.135777529758,Null,Null
2693.136009016256,Null,Null
2693.1362405027544,Null,Null
2693.1364719897174,Null,Null
2693.1367034762156,Null,Null
2693.136934962714,Null,Null
2693.1371664496774,Null,Null
2693.137397936175,Null,Null
2693.137629422674,Null,Null
2693.1378609091707,Null,Null
2693.138092396135,Null,Null
2693.138323882633,Null,Null
2693.1385553691307,Null,Null
2693.1387868560946,Null,Null
2693.139018342593,Null,Null
2693.13924982909,Null,Null
2693.139481316054,Null,Null
2693.139712802552,Null,Null
2693.1399442890497,Null,Null
2693.140175775548,Null,Null
2693.140407262512,Null,Null
2693.1406387490097,Null,Null
2693.1408702355075,Null,Null
2693.1411017224714,Null,Null
2693.1413332089687,Null,Null
2693.1415646954674,Null,Null
2693.141796181965,Null,Null
2693.1420276689287,Null,Null
2693.142259155426,Null,Null
2693.1424906419234,Null,Null
2693.142722128887,Null,Null
2693.142953615385,Null,Null
2693.1431851018833,Null,Null
2693.1434165883807,Null,Null
2693.1436480753446,Null,Null
2693.143879561843,Null,Null
2693.14411104834,Null,Null
2693.144342535304,Null,Null
2693.1445740218023,Null,Null
2693.1448055083,Null,Null
2693.1450369952636,Null,Null
2693.1452684817623,Null,Null
2693.145499968259,Null,Null
2693.145731454758,Null,Null
2693.1459629417213,Null,Null
2693.146194428219,Null,Null
2693.146425914717,Null,Null
2693.1466574016804,Null,Null
2693.1468888881786,Null,Null
2693.147120374676,Null,Null
2693.1473518611742,Null,Null
2693.147583348138,Null,Null
2693.147814834636,Null,Null
2693.1480463211337,Null,Null
2693.148277808098,Null,Null
2693.148509294595,Null,Null
2693.1487407810937,Null,Null
2693.148972268057,Null,Null
2693.149203754555,Null,Null
2693.149435241053,Null,Null
2693.1496667275514,Null,Null
2693.1498982145145,Null,Null
2693.1501297010127,Null,Null
2693.150361187511,Null,Null
2693.150592674474,Null,Null
2693.150824160972,Null,Null
2693.1510556474705,Null,Null
2693.1512871339683,Null,Null
2693.1515186209317,Null,Null
2693.1517501074304,Null,Null
2693.1519815939273,Null,Null
2693.1522130808917,Null,Null
2693.1524445673895,Null,Null
2693.1526760538873,Null,Null
2693.1529075403855,Null,Null
2693.1531390273494,Null,Null
2693.1533705138468,Null,Null
2693.153602000345,Null,Null
2693.153833487309,Null,Null
2693.1540649738063,Null,Null
2693.1542964603045,Null,Null
2693.1545279472684,Null,Null
2693.1547594337662,Null,Null
2693.154990920263,Null,Null
2693.155222406761,Null,Null
2693.1554538937244,Null,Null
2693.155685380222,Null,Null
2693.155916866721,Null,Null
2693.1561483536834,Null,Null
2693.156379840182,Null,Null
2693.15661132668,Null,Null
2693.1568428131777,Null,Null
2693.1570743001416,Null,Null
2693.15730578664,Null,Null
2693.157537273137,Null,Null
2693.157768760101,Null,Null
2693.1580002465994,Null,Null
2693.1582317330967,Null,Null
2693.1584632200606,Null,Null
2693.158694706559,Null,Null
2693.1589261930567,Null,Null
2693.1591576795545,Null,Null
2693.159389166519,Null,Null
2693.1596206530157,Null,Null
2693.1598521395144,Null,Null
2693.160083626478,Null,Null
2693.1603151129757,Null,Null
2693.160546599474,Null,Null
2693.160778085972,Null,Null
2693.161009572935,Null,Null
2693.1612410594325,Null,Null
2693.1614725459312,Null,Null
2693.1617040328947,Null,Null
2693.1619355193925,Null,Null
2693.1621670058903,Null,Null
2693.1623984928547,Null,Null
2693.162629979352,Null,Null
2693.1628614658503,Null,Null
2693.163092952348,Null,Null
2693.1633244393115,Null,Null
2693.1635559258098,Null,Null
2693.163787412308,Null,Null
2693.164018899271,Null,Null
2693.1642503857693,Null,Null
2693.1644818722675,Null,Null
2693.1647133592305,Null,Null
2693.1649448457288,Null,Null
2693.165176332227,Null,Null
2693.165407818725,Null,Null
2693.1656393056883,Null,Null
2693.165870792187,Null,Null
2693.166102278684,Null,Null
2693.1663337656482,Null,Null
2693.166565252146,Null,Null
2693.166796738644,Null,Null
2693.167028225142,Null,Null
2693.167259712106,Null,Null
2693.1674911986033,Null,Null
2693.1677226851007,Null,Null
2693.167954172064,Null,Null
